ZIP,date,Number of returns,Paid Preparer Helped,Number of exemptions,Number of dependents,Number of Salaries in AGI,Number of farm returns,Net capital gain (less loss) in AGI,Unemployment compensation,Social Security benefits in AGI,Taxes paid,Total tax credits,Residential energy credit,Alternative minimum tax,Overpayments refunded,Additional Medicare tax
91791,2010,14323,10058,30391,10625,11664,0,2109,1624,1580,6260,5160,485,638,11088,0
91792,2010,13333,9117,28357,9885,11534,0,1048,1715,945,4941,4950,364,227,10733,0
91801,2010,23876,16018,45577,13668,19532,0,3334,2593,1582,6423,7425,400,418,18485,0
91803,2010,13812,9607,27540,8699,11318,0,1682,1583,1002,3941,4395,307,221,10772,0
91901,2010,6754,4344,14111,4370,5421,26,1244,789,955,3384,2226,255,383,5005,0
91902,2010,8400,5567,17385,5348,6278,20,1701,784,1422,3913,2774,313,452,5952,0
91905,2010,591,346,1286,412,436,0,39,85,79,211,143,0,0,445,0
91906,2010,1292,814,2995,1053,1040,22,122,216,157,496,439,41,0,1049,0
91910,2010,33998,22477,74687,26809,28228,0,2963,4202,3091,10115,12076,597,519,27201,0
91911,2010,36723,25568,86666,34038,31031,0,1737,5542,2523,8618,13367,518,239,30643,0
91913,2010,16555,10534,41350,16472,14674,0,1641,1838,898,8012,7472,315,645,13154,0
91914,2010,6159,4046,16030,6550,5380,0,931,592,322,3581,2703,111,516,4628,0
91915,2010,10029,6401,25671,10369,8954,0,1087,1091,430,5592,4687,178,433,7975,0
91916,2010,869,535,1684,424,670,0,140,114,142,399,257,41,0,655,0
91917,2010,389,261,1008,400,308,0,30,64,32,96,118,0,0,321,0
91932,2010,11440,7121,24261,8617,9808,0,674,1708,748,2170,3969,144,60,9621,0
91934,2010,272,181,568,190,214,0,0,43,25,52,61,0,0,219,0
91935,2010,4067,2691,8593,2625,3102,49,892,462,622,2036,1353,174,297,2905,0
91941,2010,14841,8946,29153,8370,11464,21,3129,1625,2301,6477,5032,581,707,10883,0
91942,2010,18295,9758,32267,8290,14703,0,2536,2196,2111,6297,5882,510,200,13946,0
91945,2010,11139,6576,23642,8150,9401,0,794,1583,981,3506,3797,255,47,9013,0
91950,2010,23331,16832,55268,22050,20418,0,705,3604,1197,3995,8009,203,66,20109,0
91962,2010,898,545,1787,488,708,0,148,102,151,462,255,32,0,655,0
91963,2010,542,384,1433,606,422,0,25,100,39,71,150,0,0,472,0
91977,2010,25088,15314,55370,19889,21193,0,2050,3371,2318,8331,8819,599,208,20490,0
91978,2010,4157,2542,8699,2860,3470,0,435,531,441,1514,1416,130,60,3269,0
91980,2010,980,719,2759,1263,752,0,22,236,30,51,266,0,0,834,0
92003,2010,2574,1762,5382,1652,1871,265,599,270,429,1167,757,70,154,1792,0
92004,2010,1399,919,2860,797,920,0,290,231,343,470,363,39,30,1000,0
92007,2010,5864,3505,10193,2466,4508,0,1838,579,665,2986,1815,216,534,3984,0
92008,2010,13511,7730,24399,6387,10495,23,3289,1463,1797,5514,4103,376,803,9499,0
92009,2010,18560,11201,39935,13016,14407,29,6975,1923,2705,11635,6845,695,2814,12501,0
92010,2010,6737,3745,13857,4303,5348,0,1810,806,920,3580,2384,244,431,4729,0
92011,2010,10232,6070,21013,6355,7744,0,3864,1084,1766,5940,3532,330,1355,6848,0
92014,2010,7291,4779,13072,3088,4987,0,3595,496,1548,4459,2462,307,1486,4497,0
92019,2010,18847,11933,38829,12174,15161,28,3155,2136,2451,8391,6103,675,695,14235,0
92020,2010,23107,14397,48299,15878,19270,0,2789,2948,2334,7086,7246,583,532,18656,0
92021,2010,27636,16574,58133,19345,23343,42,2366,4069,2595,8238,8665,619,354,22396,0
92024,2010,23923,14587,46017,13201,18217,95,7876,2190,2920,12120,7683,910,2585,16149,0
92025,2010,18640,12052,43569,16564,15628,107,2405,2200,1611,5560,5996,424,580,14764,0
92026,2010,21309,12855,45350,14785,17237,191,3360,2716,2768,8355,7147,623,521,16086,0
92027,2010,22364,13948,52004,19347,19271,87,2183,2901,1765,7503,7883,523,369,18042,0
92028,2010,19500,13280,43245,14020,14637,907,4026,2280,3297,8087,6250,633,787,14573,0
92029,2010,8584,4929,17391,4894,6771,80,2113,971,1330,4175,2871,387,624,6151,0
92036,2010,1582,896,2965,691,1114,27,290,192,315,673,401,55,25,1137,0
92037,2010,18408,11794,32107,7204,12278,56,8673,1005,4214,10616,6427,612,3398,11634,0
92040,2010,18434,10622,37564,11694,15236,72,2037,2751,2193,6945,6025,576,352,14455,0
92054,2010,17664,10477,34361,10490,14578,20,2182,2212,1573,4897,5175,376,318,13853,0
92056,2010,24542,14073,49937,15030,19244,23,4230,2968,3718,10125,8510,783,482,18399,0
92057,2010,24173,14124,53672,18570,20244,45,3065,3017,2663,9605,8578,603,490,18944,0
92058,2010,15259,7955,37502,13905,13896,0,999,1639,732,3068,6233,212,99,13235,0
92059,2010,739,580,1720,686,396,0,28,47,75,183,138,0,126,527,0
92061,2010,1334,999,3175,1144,990,53,217,130,235,380,462,20,55,1033,0
92064,2010,21371,11498,45900,15130,17515,72,5685,2128,2746,10578,7959,1136,2065,15451,0
92065,2010,15648,9208,33754,10971,12901,217,2604,2069,1851,7485,5320,662,575,11778,0
92066,2010,122,69,261,69,87,0,0,22,24,55,26,0,0,86,0
92069,2010,18668,11627,43825,16783,15970,48,2113,2385,1448,6643,6782,412,428,14786,0
92070,2010,555,335,1060,307,407,20,76,95,81,157,120,0,0,422,0
92071,2010,24116,12560,48729,15016,20528,0,2843,3410,2544,10301,8675,898,359,18757,0
92075,2010,6641,4252,12287,3194,4816,25,2621,544,1161,3545,2133,253,904,4354,0
92078,2010,17841,10680,38079,12157,13821,52,4142,2168,2611,8472,6158,476,1074,12728,0
92081,2010,12644,6961,24636,7139,10512,23,2177,1525,1352,5146,4288,374,341,9460,0
92082,2010,8273,5448,18530,6280,6450,546,1515,966,1171,3581,2582,276,375,6012,0
92083,2010,15191,9994,34566,13265,13395,0,855,2155,777,3585,5078,246,71,12759,0
92084,2010,19627,12841,43468,15413,15939,148,2649,2474,2106,6402,6355,479,440,15284,0
92086,2010,563,344,1111,259,356,22,80,65,143,207,115,0,0,381,0
92091,2010,521,397,908,174,280,0,323,23,157,361,174,0,129,295,0
92101,2010,18177,9292,24263,2869,15540,0,3816,1592,1104,7366,3892,114,1114,13551,0
92102,2010,18186,11739,40254,15156,16183,0,856,2271,605,2976,5528,171,103,15495,0
92103,2010,18951,9617,25960,3356,15167,21,4402,1791,2005,7225,4624,311,1104,13592,0
92104,2010,23543,11934,38327,9198,20642,0,2487,2732,999,6181,6294,401,322,18845,0
92105,2010,26270,18077,62081,25092,22773,0,982,3328,890,4319,8195,253,58,22751,0
92106,2010,9091,5425,16728,4135,6698,0,3015,747,1655,4363,3260,331,963,6351,0
92107,2010,14874,7252,22394,4149,12291,0,2937,1617,1311,4859,4045,309,654,11226,0
92108,2010,11103,5274,15680,2292,9767,0,1648,1032,601,3889,2939,120,258,8651,0
92109,2010,25099,12096,34544,4963,20992,0,5173,2390,2103,7777,6169,407,950,18979,0
92110,2010,12044,6361,20150,4589,9583,0,2331,1128,1399,4281,3515,301,376,8975,0
92111,2010,21021,12032,40711,12265,17163,0,2968,2288,2163,6739,6557,568,314,16489,0
92113,2010,18240,13639,47893,21225,16356,0,255,2520,397,2027,5873,89,30,16372,0
92114,2010,28153,18136,63699,23963,24269,0,1149,3804,2304,8518,9981,570,136,23444,0
92115,2010,23719,13405,44747,13730,20189,0,2599,2736,1608,6614,7352,559,313,19342,0
92116,2010,18000,8943,27509,5563,15505,0,2507,2001,1082,5454,4823,386,450,13884,0
92117,2010,25633,13990,46373,11786,20433,21,4620,2784,3103,9300,7784,824,628,19304,0
92118,2010,7846,4639,15490,4429,5550,21,3010,443,1785,3550,3000,223,814,5311,0
92119,2010,11406,6419,21401,5728,8714,0,2505,1187,2076,5283,3954,588,340,8416,0
92120,2010,13577,7701,24735,6137,10091,0,3391,1276,2662,6299,4603,648,612,9744,0
92121,2010,2314,1150,4220,1070,1991,0,832,177,159,1268,771,56,298,1649,0
92122,2010,18717,9062,30995,6262,14769,24,5569,1416,2728,8101,5656,533,1189,13232,0
92123,2010,13242,6871,24795,6752,11145,0,1898,1392,1288,4635,4627,373,277,10353,0
92124,2010,12763,6288,27912,9278,10980,0,2612,1136,1453,5134,5355,445,555,9865,0
92126,2010,33074,17276,66790,20284,29412,0,4667,3958,2435,12637,11692,898,626,25986,0
92127,2010,15891,8257,38549,14504,13721,22,5406,1671,1253,9818,6743,490,2612,11328,0
92128,2010,22331,11973,44285,12186,16901,22,7135,2167,4403,12681,8175,971,1650,15512,0
92129,2010,22802,11256,50678,17776,20000,0,5947,2529,1806,12137,9083,1101,1994,16657,0
92130,2010,20425,11787,47515,17652,17088,32,9230,1893,1343,13171,8383,651,4855,13285,0
92131,2010,15349,8428,35130,12178,13078,20,5474,1450,1581,9897,6272,703,2423,10671,0
92139,2010,15624,9931,35061,12783,13742,0,691,2091,1230,4896,6138,343,89,12941,0
92154,2010,36256,25443,88690,35270,31051,0,1346,5602,2264,9021,13511,491,271,30470,0
92173,2010,19660,15542,53595,24019,16815,0,291,3871,432,1958,6426,77,56,17490,0
92201,2010,22431,16624,56987,22828,18969,30,1484,4022,1796,5753,8155,332,234,19066,0
92203,2010,9841,6792,21165,6763,7580,0,1861,1508,1761,5049,3544,264,324,7345,0
92210,2010,1858,1451,3003,333,888,0,1026,135,873,1310,578,90,304,1032,0
92211,2010,11038,7627,19176,3288,5812,0,4155,1126,4505,6274,3121,460,501,6906,0
92220,2010,12472,8635,26185,8126,8220,23,1658,1593,2726,3897,3276,287,263,9585,0
92223,2010,17752,11952,40915,14446,14456,51,1836,2544,2287,8699,6506,414,445,14010,0
92225,2010,5356,4004,12416,5122,4742,42,265,729,418,1811,1824,166,68,4577,0
92227,2010,9610,6430,24874,10617,8593,120,487,2206,613,2258,3376,197,164,8063,0
92230,2010,910,599,2015,795,757,0,23,176,50,168,268,25,0,785,0
92231,2010,23982,18437,64650,28026,21387,0,244,9511,418,2562,6160,132,102,21382,0
92233,2010,1350,891,3618,1584,1200,0,43,355,79,242,474,27,0,1158,0
92234,2010,20034,14810,46101,17530,15906,0,1928,2690,1921,6091,6259,321,220,16058,0
92236,2010,18606,13317,58200,26887,17193,0,205,4177,229,2492,8274,150,28,17439,0
92240,2010,13566,8455,31031,11978,11206,0,726,2031,937,2731,3705,155,65,11487,0
92241,2010,2425,1581,5142,1667,1618,0,295,363,386,597,544,49,0,1772,0
92242,2010,444,291,842,191,269,0,61,42,109,76,87,21,0,321,0
92243,2010,17960,12408,45491,18971,15744,54,706,4074,1005,3848,5969,292,250,15076,0
92249,2010,2968,2323,8290,3686,2702,0,31,947,61,639,1118,27,0,2611,0
92250,2010,3235,2248,8381,3409,2848,65,166,936,234,670,1111,59,51,2666,0
92251,2010,6625,4292,17277,7276,6083,20,270,1133,319,2706,2974,164,92,5435,0
92252,2010,3490,1868,6949,2087,2683,0,350,445,376,922,891,106,23,2771,0
92253,2010,14549,10087,30506,9368,10831,30,3570,2188,2956,7515,5031,427,901,10441,0
92254,2010,8769,5564,30535,14626,8493,0,33,2511,48,255,4089,0,0,8475,0
92256,2010,1448,809,2723,776,1114,0,162,254,170,464,341,47,0,1139,0
92257,2010,581,376,1301,461,437,0,35,139,77,59,130,0,0,454,0
92260,2010,13096,9237,24035,6052,8523,23,3401,1654,3246,5414,3645,446,527,9031,0
92262,2010,11685,7657,20123,5432,8254,0,2129,1393,1770,4546,2771,306,360,8442,0
92264,2010,8901,5922,13369,2348,5419,0,2405,935,2120,3782,1823,235,356,5855,0
92270,2010,7723,5872,12840,2260,4209,0,3367,704,2798,4783,2078,298,937,4653,0
92274,2010,9945,5803,35385,16020,9357,46,150,1845,186,546,4867,55,20,9395,0
92276,2010,2979,2120,6630,2327,2145,0,327,455,459,842,870,57,0,2295,0
92277,2010,8703,3532,19784,6648,7774,0,435,647,612,1581,3214,195,40,7596,0
92281,2010,933,573,2452,1053,834,0,23,255,48,126,281,0,0,819,0
92282,2010,305,179,616,208,253,0,0,60,0,107,77,0,0,249,0
92283,2010,1144,780,2949,1282,1001,0,0,296,100,66,370,0,0,948,0
92284,2010,8766,4855,18431,5960,6666,0,940,1223,1136,2812,2485,249,90,6849,0
92285,2010,685,373,1351,387,458,0,60,123,106,135,121,23,0,521,0
92301,2010,10629,6869,28055,12765,8786,0,229,1767,354,2500,3597,116,48,9596,0
92305,2010,263,157,502,114,190,0,46,32,47,118,74,0,0,195,0
92307,2010,15179,9947,34170,12113,11636,34,1635,2237,2064,5994,4801,494,312,12003,0
92308,2010,14484,9404,32732,11582,10645,27,1469,2132,2251,5335,4272,398,221,11270,0
92309,2010,323,191,951,359,304,0,0,26,0,0,95,0,0,297,0
92310,2010,2890,1071,7762,3045,2871,0,120,150,0,212,1460,0,0,2770,0
92311,2010,11313,7655,25488,9512,9563,0,619,1231,1105,2930,3819,603,80,9604,0
92313,2010,5390,3460,11186,3639,4474,0,557,725,645,2248,1995,221,105,4222,0
92314,2010,3338,2074,6712,1951,2492,0,436,558,540,1361,868,124,50,2501,0
92315,2010,3487,2278,7094,2116,2560,0,642,558,624,1389,915,131,99,2537,0
92316,2010,11919,9303,31178,13188,10028,0,328,2060,542,3133,4413,211,61,10437,0
92320,2010,3384,2156,6620,1828,2370,0,407,466,669,1252,923,117,48,2481,0
92324,2010,22721,16194,55168,22216,19624,0,806,3476,1147,5882,8506,430,211,19623,0
92327,2010,222,138,450,139,170,0,0,28,28,39,61,0,0,176,0
92328,2010,223,84,292,24,220,0,0,0,0,0,27,0,0,200,0
92335,2010,35859,28616,96945,41519,31177,0,727,5763,1177,7349,13478,465,123,32141,0
92336,2010,35466,25288,88150,36189,31589,0,2057,5226,1518,16471,15115,917,831,29810,0
92337,2010,14958,11384,37895,15895,13322,0,525,2385,496,6384,6609,321,174,12854,0
92339,2010,442,258,842,220,351,0,49,52,51,206,129,29,0,303,0
92342,2010,2610,1684,5734,1723,1853,0,392,322,539,1180,837,125,44,1949,0
92344,2010,7564,5252,19502,7992,6298,0,551,1258,552,3520,3069,205,162,6126,0
92345,2010,27825,18993,68331,27578,22532,23,1281,4938,2097,8517,9326,591,200,23239,0
92346,2010,22473,14982,51065,18863,18516,0,2033,2754,2274,8750,7799,650,638,18108,0
92347,2010,482,333,1161,442,397,0,31,54,52,101,142,23,0,407,0
92354,2010,8941,5702,18436,5919,7461,0,1026,777,947,3685,3067,217,388,6893,0
92356,2010,1947,1215,4281,1455,1437,20,124,372,219,513,479,42,0,1533,0
92358,2010,327,188,608,148,245,0,38,58,46,127,95,0,0,238,0
92359,2010,3491,2230,7512,2660,2942,34,276,487,289,1266,1244,89,56,2824,0
92363,2010,1898,1395,3952,1325,1516,0,160,252,280,423,461,43,0,1532,0
92365,2010,737,460,1658,551,579,0,62,89,94,181,209,49,0,616,0
92368,2010,309,188,742,303,251,0,0,48,32,62,64,0,0,253,0
92371,2010,3407,2247,8269,3301,2709,40,230,650,276,1263,1148,114,45,2738,0
92372,2010,1881,1245,4235,1404,1417,0,185,317,233,779,567,72,29,1462,0
92373,2010,15108,9421,29656,8588,11929,95,3149,1390,2328,6951,5256,689,1140,10952,0
92374,2010,16548,10205,35708,12687,13633,72,1681,1969,1636,6254,5752,571,461,13228,0
92376,2010,30836,23266,78828,33250,26415,0,721,5060,1516,7754,11911,554,146,27313,0
92377,2010,9420,6404,21921,8516,7992,0,528,1422,714,4103,3775,328,140,7865,0
92392,2010,20081,13167,50282,21043,16679,0,945,3258,1296,7429,7774,420,239,16829,0
92394,2010,10733,7048,27794,12202,9003,0,368,1717,530,3422,4197,205,87,9350,0
92395,2010,15228,10071,35402,13715,11881,0,1052,2282,1405,4415,4761,317,183,12609,0
92397,2010,2293,1456,4717,1435,1812,0,339,343,364,1150,710,99,75,1709,0
92399,2010,21142,13658,46956,16284,17252,48,2396,2915,2338,9058,7165,678,687,16536,0
92401,2010,714,494,1851,733,569,0,21,59,0,55,171,0,0,651,0
92404,2010,21586,14923,50879,20168,17590,0,975,2927,1603,4921,6889,423,153,18858,0
92405,2010,10918,7509,26354,10680,9099,0,365,1590,614,2382,3417,192,40,9590,0
92407,2010,20727,14152,49964,20158,17932,0,931,3139,1057,6692,7998,553,229,17786,0
92408,2010,5008,3630,12317,5004,4250,0,132,682,145,1007,1597,56,40,4382,0
92410,2010,16594,12406,44466,19497,13938,0,199,2482,443,2033,5119,126,21,15217,0
92411,2010,9268,7035,24342,10639,7721,0,114,1348,350,1216,2891,75,0,8369,0
92501,2010,8016,5217,17872,6755,6869,0,438,1341,431,2201,2833,182,99,6755,0
92503,2010,33346,23984,82995,32485,28668,45,2180,5301,2054,11580,12225,855,633,27849,0
92504,2010,21181,14086,47468,17456,17375,93,1655,3331,2020,6888,7301,649,367,17220,0
92505,2010,18297,12793,44316,17199,15795,0,926,2964,1070,5442,6703,381,179,15336,0
92506,2010,19563,12752,40442,12636,15475,63,3560,2311,2832,9665,6774,1092,1180,14565,0
92507,2010,18822,11745,40872,14456,16256,0,1176,2736,1162,4664,6073,367,223,15819,0
92508,2010,13298,8739,32135,12737,11494,21,1478,1824,909,7282,5454,396,560,10304,0
92509,2010,28370,20832,71553,28813,24135,41,1228,4597,1634,8607,10248,623,250,24074,0
92518,2010,590,360,982,168,263,0,235,42,316,359,185,0,0,422,0
92530,2010,18051,12460,44196,17818,15427,0,961,3218,996,6066,6363,364,154,15027,0
92532,2010,6889,4369,17108,6792,5948,0,636,1077,460,3510,2806,152,178,5442,0
92536,2010,1394,845,2865,808,986,31,211,262,271,575,340,35,0,985,0
92539,2010,1531,936,3276,1020,1040,41,157,253,234,477,340,30,20,1137,0
92543,2010,11163,7185,24930,9177,8440,0,777,1902,1214,2055,2970,176,68,9094,0
92544,2010,16306,10522,37069,13482,12732,68,1558,2548,1936,5398,5222,442,252,12915,0
92545,2010,15015,9463,32672,10619,10346,25,1962,2268,3145,5332,4374,268,106,11282,0
92548,2010,2208,1477,5331,2014,1657,0,118,428,253,483,597,39,0,1790,0
92551,2010,11758,8301,30124,13000,10264,0,322,2002,486,3890,4723,218,71,10150,0
92553,2010,26525,18743,68113,29020,23026,0,622,4460,1083,6365,9937,369,91,23297,0
92555,2010,14680,9787,35385,13899,12801,0,912,2174,1012,6881,5949,372,300,12035,0
92557,2010,20219,13290,46861,18083,17361,0,1104,3074,1436,7613,7589,486,254,16607,0
92561,2010,523,352,995,223,348,0,129,58,124,269,145,27,27,362,0
92562,2010,24669,15445,57254,21318,19892,125,3878,3214,2935,12262,9303,708,1219,18283,0
92563,2010,22152,13589,54709,21495,18818,34,2442,3231,1879,11068,9277,489,590,17332,0
92567,2010,3449,2497,8707,3438,2806,22,258,652,303,1280,1215,88,56,2814,0
92570,2010,17759,13455,48172,19820,14722,50,736,3155,881,4360,5727,264,173,15347,0
92571,2010,18511,13838,51264,22977,16427,0,453,3505,517,6055,7955,256,117,16475,0
92582,2010,5392,3681,14225,6053,4589,0,279,946,330,2234,2280,99,65,4635,0
92583,2010,10290,6978,25921,10360,8281,0,550,1794,870,2826,3395,150,91,8653,0
92584,2010,15721,9934,37432,13933,12980,30,1718,2501,1829,7984,6220,373,314,12195,0
92585,2010,7312,4879,17703,6744,6059,20,569,1239,704,3200,2753,187,97,5924,0
92586,2010,9164,5629,17097,4041,5500,0,1258,1315,2365,3291,2090,301,68,6275,0
92587,2010,6708,4591,15009,5057,5147,0,1089,1058,984,3303,2189,238,275,4948,0
92590,2010,1710,1131,3795,1302,1365,193,327,218,164,578,527,30,126,1256,0
92591,2010,15881,9676,37521,13329,13422,43,2116,2066,1468,7037,6117,389,549,12203,0
92592,2010,28158,17155,68647,26180,23663,213,4290,3623,2623,15628,11600,851,1530,21039,0
92595,2010,12437,8078,28414,10243,10249,23,1129,2129,1212,5364,4284,317,219,9692,0
92596,2010,8558,5295,22289,9068,7391,21,822,1336,669,4614,3770,194,212,6826,0
92602,2010,9263,5367,20872,7302,8002,0,2606,1162,416,5003,3530,134,1158,6496,0
92603,2010,8543,5617,18135,5751,6619,0,3821,756,1004,5305,3142,252,1847,5389,0
92604,2010,12279,7022,25141,8034,9958,0,3153,1387,1512,5984,4500,536,834,8712,0
92606,2010,8879,4940,19113,6571,7560,0,2342,1003,538,4130,3322,204,838,6364,0
92610,2010,4702,2720,10955,4060,4224,0,1120,651,213,2972,1857,193,580,3403,0
92612,2010,10771,6346,19139,4868,8388,0,3105,1061,1341,5123,3301,275,818,7513,0
92614,2010,11333,6453,22379,7031,9530,0,2923,1282,827,5469,4016,336,927,8111,0
92617,2010,3237,966,5402,1257,3038,0,634,109,148,1254,1028,61,279,2474,0
92618,2010,8896,4991,17319,4915,7773,0,2165,974,429,4581,2866,156,947,6236,0
92620,2010,17367,10168,38136,13122,14530,0,5184,1877,1383,9331,6437,608,2125,11977,0
92624,2010,3602,2412,6802,1887,2733,0,860,384,496,1618,1051,120,259,2507,0
92625,2010,6798,5121,11420,2282,4347,30,3535,428,1688,4411,2200,217,1519,4103,0
92626,2010,23182,14270,43373,12146,19125,0,4040,2613,2331,8957,7077,642,955,17236,0
92627,2010,28284,19495,59414,18566,23476,20,3615,3080,1637,8048,8179,400,807,21775,0
92629,2010,13747,9252,25479,6471,9976,33,4155,1375,2448,7029,4090,502,1287,9130,0
92630,2010,28289,17417,59075,18909,23872,0,5225,3381,2938,12919,9698,1141,1225,20975,0
92637,2010,9581,6161,13053,415,2979,0,4170,589,5142,4163,1927,402,122,5042,0
92646,2010,27267,17090,52226,14507,21043,31,6646,3156,4486,14054,8715,1182,1799,19443,0
92647,2010,26278,16447,53926,17188,21754,20,4039,3074,2879,9725,8637,795,970,20111,0
92648,2010,22684,14618,40620,10411,18240,28,6026,2651,2614,11018,6906,854,2448,15940,0
92649,2010,16779,10831,30298,7553,12983,25,4482,1814,2748,8563,5186,569,1604,11850,0
92651,2010,12004,8840,20851,4815,8031,27,5058,889,2215,7083,3600,329,2028,7483,0
92653,2010,14302,9279,29740,9356,11489,0,3785,1414,1800,7075,4889,585,1275,10166,0
92655,2010,3383,2439,7434,2636,2705,0,236,504,164,724,975,45,0,2751,0
92656,2010,22780,13651,46591,14947,19978,0,4991,2924,1343,12852,7939,612,1883,16472,0
92657,2010,4416,3475,9053,2730,3271,0,2472,276,576,3110,1593,91,1452,2636,0
92660,2010,16731,12145,31057,8463,11530,49,7534,1324,3249,9945,5362,465,3282,10244,0
92661,2010,1947,1275,2950,517,1370,0,692,172,376,935,487,34,244,1280,0
92662,2010,1524,1126,2324,371,891,0,671,116,463,873,377,22,215,926,0
92663,2010,11027,7264,16955,3383,8230,28,3492,1042,1427,5203,2903,224,1277,7446,0
92672,2010,17416,11000,35083,10320,13630,25,4055,1753,2403,7215,5492,457,1140,12635,0
92673,2010,12277,8438,28663,10049,9625,27,4303,1151,1820,7805,4310,394,2105,8180,0
92675,2010,15397,11144,34254,11544,11812,23,3759,1375,2354,6826,5045,444,1269,11111,0
92676,2010,909,582,1762,470,724,0,210,112,98,501,259,38,74,651,0
92677,2010,29636,19340,60065,18305,23281,37,9500,3080,3969,16851,9908,1212,3460,20047,0
92679,2010,13581,8727,31571,11752,11523,27,5039,1303,1211,9103,4997,632,2921,8959,0
92683,2010,39298,27398,84181,27914,31355,0,4826,5393,3305,11826,12442,973,676,30857,0
92688,2010,19594,11411,43946,16006,17382,0,3595,2451,1220,10945,7541,626,1541,14473,0
92691,2010,22200,13414,45832,14310,18185,21,4576,2597,2930,11428,7951,1028,1080,15958,0
92692,2010,22109,13770,45736,14028,17432,0,6418,2375,3610,12524,7615,1014,2094,15111,0
92694,2010,8492,5592,22861,9581,7439,0,2595,1038,416,5870,3593,161,1754,5830,0
92701,2010,19430,16223,55378,22850,17498,0,486,2124,412,2722,6465,113,57,17304,0
92703,2010,25149,20969,69511,28641,22170,0,695,3312,660,3844,8630,174,56,22121,0
92704,2010,37299,29355,96209,36981,32800,0,1937,4711,1358,7762,13235,373,198,31914,0
92705,2010,20073,14385,44613,15012,15859,45,4928,1945,2926,8722,7267,795,1936,14808,0
92706,2010,15060,11697,37845,14635,12866,0,1311,1744,988,4414,5362,320,301,12504,0
92707,2010,26422,21797,71591,28056,23738,0,1046,3442,815,5627,9830,289,147,23087,0
