ZIP,date,Adjusted gross income (AGI),Salaries and wages in AGI Amount,Net capital gain (less loss) in AGI Amount,Unemployment compensation Amount,Social Security benefits in AGI Amount,Real estate taxes Amount,Taxes paid Amount,Taxable income Amount,Total tax credits Amount,Residential energy credit Amount,Income tax Amount,Alternative minimum tax Amount,Overpayments refunded Amount,Additional Medicare tax Amount
94597,2014,1176687,861759,65825,3476,25697,23880,88362,886593,3630,167,181950,7090,20431,840
94598,2014,1948453,1247197,118936,3737,58830,47034,178913,1497899,7452,671,345028,15396,26475,2988
94599,2014,147622,70419,12879,450,5267,2990,12005,107297,580,0,23459,1052,2701,122
94601,2014,763949,633646,8857,6262,9690,9959,26192,404655,6072,49,58685,522,45216,42
94602,2014,1262676,905047,82474,5192,25820,33675,100908,919917,4642,230,185037,7379,26604,957
94603,2014,513753,434150,1308,5001,7890,7625,16861,251743,5270,45,31033,162,35230,0
94605,2014,1180017,881989,28459,7607,32312,33295,82900,760906,5699,311,133590,3336,42237,326
94606,2014,772567,649143,18932,5725,8109,6738,25543,496995,4109,12,80390,1039,31809,104
94607,2014,714516,557483,36811,3869,6145,10662,44393,498397,2392,13,96683,2626,23950,299
94608,2014,1167744,874352,43517,5119,12355,16582,77889,862902,3936,84,183378,3967,28931,523
94609,2014,742599,591841,32332,4099,7950,12536,42231,539272,2493,71,100366,2847,17234,330
94610,2014,1914957,1306115,152383,6276,33167,39401,151911,1478765,5522,167,330143,15089,31087,2590
94611,2014,3825739,2128825,548311,6139,62108,100600,413511,3007871,12953,665,764134,44182,56659,7812
94612,2014,527131,407016,23140,2404,6610,5353,30518,390157,1936,127,78073,2095,13584,316
94618,2014,1618714,992827,197122,2162,29345,40960,165549,1291183,5066,239,326948,16708,21414,3550
94619,2014,988308,693459,53805,4567,23531,28178,79585,697162,4553,231,138569,5472,23574,746
94621,2014,383536,326913,1389,3988,4347,4121,9643,171671,4088,14,20149,62,31242,0
94702,2014,628119,470993,29216,2676,11774,15160,42061,449912,2495,86,81913,1977,14506,239
94703,2014,717447,519224,37389,2770,14100,14913,45136,523905,2649,111,98608,3317,14562,327
94704,2014,338226,232727,18441,860,5363,4544,20025,247892,1431,0,48894,1847,7095,200
94705,2014,1470181,686235,350737,1356,25122,32698,167767,1158288,6024,181,297085,19514,19779,2775
94706,2014,806674,578893,38871,2468,17810,22446,61209,587038,3657,115,113063,4398,15188,505
94707,2014,1300512,645102,177206,1335,35472,34643,129116,1009208,4613,212,250088,12607,16446,2069
94708,2014,1114075,567432,127119,1101,33697,31914,113086,879955,9111,256,211505,11648,12956,1765
94709,2014,442367,280795,43953,1238,9780,7518,28110,341426,1991,36,69614,2272,7146,275
94710,2014,297145,191914,31513,1135,3795,5367,23138,211933,1202,7,43401,2168,8213,162
94801,2014,555149,416512,12910,3921,11282,10166,30615,316575,4049,69,55889,1730,27670,178
94803,2014,797765,559447,23542,3998,29296,22512,54072,530225,4081,200,87656,1651,22509,127
94804,2014,888289,700826,17242,5551,20375,16630,43509,546274,6061,71,85196,1007,37658,136
94805,2014,398734,287766,10136,2156,12077,9143,22975,260687,2096,83,42279,520,12237,69
94806,2014,1218292,1004274,13008,8634,26656,22440,54141,709550,9506,135,101408,910,54816,71
94901,2014,2552882,1265288,311986,4269,54645,57147,244943,1935464,15118,463,487873,23619,42956,3684
94903,2014,1706551,1040168,146567,3906,55236,43728,149430,1273486,6031,337,279829,12347,28380,2198
94904,2014,2030827,801303,374316,1525,29178,39485,244801,1627786,12024,153,478104,22516,24470,4267
94920,2014,2508308,993422,669373,1112,34122,58127,309937,2009276,14741,397,578620,36132,37557,6211
94922,2014,12861,5682,438,0,503,200,745,8775,39,0,1559,0,174,0
94923,2014,67704,29967,4381,155,4054,2262,6011,48840,121,0,10080,411,1107,37
94924,2014,54527,24559,8645,0,2011,1620,4738,39439,154,0,8295,412,658,0
94925,2014,806467,503643,90578,1294,14916,21354,81046,631927,3306,98,156422,8424,11988,1774
94928,2014,1050382,801406,23522,6396,29216,18007,51096,679748,6190,221,104711,1059,31632,85
94930,2014,416391,254641,25046,1178,11510,13958,37222,302454,1464,83,62895,2657,6520,375
94931,2014,287307,206427,6261,1650,7737,6126,16994,193744,1337,40,32818,552,7584,68
94937,2014,57752,16977,6282,0,2751,1442,5131,42163,156,0,9177,456,640,0
94939,2014,855690,415309,154240,957,14605,19182,93395,684231,3480,81,177403,9237,15351,1886
94941,2014,3622336,1825994,579609,3565,57846,88048,408334,2901877,12543,440,795035,40634,47587,9167
94945,2014,892651,540643,59689,2165,29980,25580,78824,648147,3055,209,139065,5854,15996,796
94946,2014,81498,22665,28520,0,1236,1600,8292,64235,170,0,17017,913,624,104
94947,2014,1133032,713825,67526,2879,37148,31397,93976,816785,4355,417,167797,5434,22719,818
94949,2014,912772,566254,64458,2107,28509,28334,84845,664853,2902,159,146540,7213,16394,989
94951,2014,186010,110142,13876,727,6849,5566,15866,130879,676,90,26343,1027,3408,119
94952,2014,1326677,815076,97539,4340,39009,29417,96943,942673,5411,419,183912,6672,27526,745
94954,2014,1324310,950070,46637,5476,40037,28894,86860,905798,6634,331,158132,3966,32227,451
94956,2014,66481,26862,9445,119,2908,1538,4858,45592,248,0,8600,520,1136,0
94960,2014,1284165,668255,202720,1692,23119,36261,134567,980632,5190,418,240963,13874,15545,2082
94965,2014,1006206,506722,164179,1873,21346,20692,95854,805244,4858,54,192602,9064,17501,1546
95003,2014,1220939,695933,105106,3012,36937,34301,107109,894908,4808,350,191454,8164,19582,955
95004,2014,137400,94676,4600,1091,4689,2978,8894,93404,639,40,16807,421,3338,60
95005,2014,241042,166563,12693,987,6170,5636,17054,170307,985,159,31107,815,4554,114
95006,2014,367127,267234,16690,1596,9352,8528,27149,262500,1247,85,50457,1321,7422,210
95008,2014,2492779,1975748,126139,7632,35324,55179,201002,1895809,9475,487,411452,16495,43594,3062
95010,2014,387067,245078,34734,1561,12109,8127,26265,274339,1698,71,50920,2155,8211,165
95012,2014,190213,155965,1505,5403,3287,1848,5338,91537,1950,29,11804,83,11186,0
95014,2014,5101811,3768032,525495,6595,60294,123397,496122,4081781,31912,627,1015019,57768,66391,10905
95017,2014,32575,17034,4986,126,845,571,1944,23465,135,0,4345,0,644,0
95018,2014,292107,202482,11680,1273,8083,6874,22416,204234,1170,105,38017,996,6096,133
95019,2014,150378,114266,3030,4433,2359,2337,6074,73233,1485,7,9903,90,8623,0
95020,2014,2008993,1477008,101074,9178,43055,52207,153963,1339567,10915,1063,256966,8463,56833,1071
95023,2014,1369104,1021957,32939,10683,33344,28831,83101,866783,9178,770,147853,2771,46412,312
95030,2014,2390197,1348177,381293,1294,29073,59903,296688,1924018,11899,467,565650,27790,29400,8226
95032,2014,2955887,1923234,269772,3314,42260,72833,321038,2353590,11527,661,637275,35217,32190,7831
95033,2014,773844,529925,79254,1241,13320,18312,78314,607698,2113,236,156160,7288,10723,2188
95035,2014,3010370,2549894,128668,13067,34976,62715,220354,2195314,14903,345,437533,15835,71344,2011
95037,2014,2363021,1744956,129936,7260,48366,66366,211076,1708035,9871,1105,370885,15709,47059,2686
95039,2014,39950,28347,311,697,1283,440,1509,24355,249,0,4181,0,1578,0
95043,2014,16420,9927,710,0,519,175,721,10975,78,0,1645,0,465,0
95045,2014,128518,90994,3365,923,4025,2801,8335,84366,583,0,15103,492,3773,45
95046,2014,340159,209736,12522,1222,7182,8497,30673,241988,1506,197,51671,2045,6711,419
95050,2014,1718227,1343028,70001,5572,23132,26555,118170,1256584,6265,75,264070,8452,37668,1463
95051,2014,2856286,2375690,124259,7661,41639,47663,201372,2187390,12268,150,457658,16129,52886,2651
95054,2014,1688075,1515275,59242,3418,8252,23366,130814,1363594,32739,56,298267,10465,39089,2904
95060,2014,1774330,1070273,174407,4391,42444,36880,138193,1288100,7903,701,270170,11831,33993,1446
95062,2014,1228297,825491,76441,4744,27144,25625,82611,863803,5314,383,165215,5213,27174,666
95064,2014,33657,27650,1101,0,348,636,2231,23735,201,0,4149,141,873,0
95065,2014,382530,240713,32725,1002,11437,9308,30130,280609,1583,204,58930,2527,6863,398
95066,2014,796427,556691,46740,1854,18061,19667,69127,591910,3005,172,129843,5228,11876,911
95070,2014,4889236,2800681,1000693,3873,64880,137944,590550,3924646,30786,1075,1086582,67334,60630,13575
95073,2014,496625,306283,40486,1469,13707,11974,42477,358155,2105,222,74190,3055,9087,423
95075,2014,26066,16956,1207,120,754,995,2127,18001,76,0,3323,191,564,0
95076,2014,1818110,1252631,119580,33569,41345,32267,103144,1047792,13499,473,183646,6763,78897,418
95110,2014,610935,523559,13559,2451,4749,9707,39086,429349,2887,6,86450,1802,18226,429
95111,2014,1229843,1065962,13411,9241,17258,26019,61167,702740,10239,161,103522,1647,61278,154
95112,2014,1408938,1192717,47377,7504,15412,21802,78706,957384,7571,124,176591,4191,46290,714
95113,2014,145471,97493,17199,318,891,1992,12491,116037,408,0,27958,1352,3042,220
95116,2014,908325,811986,8914,6308,8761,14358,34730,484262,8365,45,67635,765,51906,114
95117,2014,1059755,885316,43965,3812,13998,19586,71155,756118,4997,107,153490,4828,26169,899
95118,2014,1418809,1137546,55231,5087,26736,37088,111531,1021346,5903,425,203381,7679,28988,1073
95119,2014,429507,343361,13320,1807,10517,11936,33373,304823,1724,174,58288,2459,9387,206
95120,2014,3262941,2303212,278498,4956,65504,100530,337521,2557674,14515,991,632804,34581,38241,6942
95121,2014,1110966,932395,19599,6860,18209,32419,79520,725959,7454,242,131308,3834,36855,649
95122,2014,995139,888032,6770,7627,11084,18147,37390,511949,9882,53,65240,376,59759,37
95123,2014,2459229,2018045,71942,10686,48674,59256,174711,1730016,11622,752,320754,8735,59958,1167
95124,2014,2801249,2126502,211168,7202,47913,74062,252122,2106716,10990,852,464950,23396,47516,3504
95125,2014,3502608,2513619,283887,7681,57271,87461,327707,2694362,12644,864,645220,29098,50955,6667
95126,2014,1633990,1321968,82059,5254,16895,31057,125656,1229371,5415,161,267259,9548,34287,1779
95127,2014,1654654,1309944,65983,9866,31355,43051,106739,1032657,11236,443,176812,5592,61441,571
95128,2014,1438278,1162080,63173,5062,21026,27123,100842,1051449,6416,247,213579,6791,31560,1509
95129,2014,2471795,1996188,177269,4990,32195,60715,215589,1937963,15760,333,442257,23346,33816,3971
95130,2014,636740,533803,23345,1995,10069,16065,51478,471762,2482,140,99027,4803,11093,683
95131,2014,1311500,1149825,43819,5411,13510,30309,97732,972240,6162,152,194762,6692,28896,884
95132,2014,1580344,1289347,56941,7527,30238,42734,117031,1116971,8787,480,209904,7036,38307,828
95133,2014,847496,711768,23565,4639,13253,21619,58392,571034,4052,138,103765,2695,26723,299
95134,2014,1356126,1275031,27982,2706,3889,7105,80182,1114569,5394,10,235600,5134,23542,917
95135,2014,1330056,960586,91708,2830,35724,46664,132420,1009564,4049,434,228802,14033,17008,1860
95136,2014,1723989,1435806,50557,7969,32589,40184,120347,1226746,7308,257,229485,6636,42134,994
95138,2014,1541741,1149139,154146,3097,10807,49522,176698,1194118,8482,543,316111,18021,23173,3954
95139,2014,300125,241422,9819,1311,7199,8799,24448,212891,1244,139,40380,1306,6601,158
95140,2014,24167,15322,1331,0,737,575,2273,18592,59,0,4248,301,254,39
95148,2014,1697375,1376507,60768,8504,27003,55981,139495,1161191,8553,598,223238,9699,45128,1029
95202,2014,39191,30491,253,638,548,173,985,17181,216,0,2712,0,3908,0
95203,2014,210161,160103,3495,2950,5009,1454,6356,113882,1542,7,16618,232,13256,0
95204,2014,569695,379766,13642,4910,22542,7074,24950,353450,3337,50,56214,941,23511,76
95205,2014,386655,325406,749,10062,5967,1808,5720,150042,3902,13,16463,0,35742,0
95206,2014,885502,748553,8954,20446,12052,11544,27928,412475,9871,136,49006,456,64866,8
95207,2014,877465,576693,30356,7404,32901,10080,37985,531856,6043,202,86019,1372,41670,172
95209,2014,953683,710619,14605,6634,32231,15897,48179,596122,7123,370,89879,1275,35979,85
95210,2014,474072,385576,2710,6862,11234,3267,10405,228682,4788,45,27700,114,36717,0
95212,2014,655070,454438,21964,4977,13772,14196,43760,410460,5372,223,73955,1844,25365,196
95215,2014,359512,243091,7905,6516,10829,3686,13650,199278,2721,96,31840,579,19092,65
95219,2014,1095133,708217,51359,3993,29526,21702,83094,785423,5681,205,162742,5935,31347,709
95220,2014,207278,123529,12391,1218,7362,3841,14421,135465,1679,164,25610,794,6170,122
95222,2014,121253,55385,6780,564,7935,2944,8533,82032,514,31,14832,350,3120,0
95223,2014,107494,47007,6806,875,7633,2516,7226,71054,275,3,12253,314,2349,0
95228,2014,118353,68915,5158,731,7204,2993,7760,78887,500,50,13247,251,2972,0
95230,2014,19147,10666,293,135,928,204,736,12097,89,0,1661,0,551,0
95231,2014,61766,46088,313,2596,1395,715,1951,31700,505,0,4288,0,3541,0
95232,2014,5587,3346,0,0,425,82,239,3475,0,0,491,0,127,0
95236,2014,206852,121399,5694,1704,5741,2550,14553,145313,1039,80,29896,875,5090,153
95237,2014,97626,63002,3346,1105,3506,1564,5497,61580,584,0,10396,154,3197,0
95240,2014,851247,584824,27439,8469,26019,9629,38190,505997,5793,269,83347,1753,37260,228
95242,2014,818776,526465,34496,3706,30853,13384,48397,559110,4427,433,98061,2018,20220,308
95245,2014,47336,23581,1380,331,2371,749,2429,33002,139,0,5875,0,957,0
95246,2014,42226,17423,3435,235,3354,688,1996,27874,120,0,4411,0,884,0
95247,2014,139697,66148,9375,690,8104,2876,8870,97232,486,18,18091,374,2736,59
95249,2014,81704,45144,4714,490,4292,1083,3337,52188,453,14,8177,214,2577,0
95251,2014,16336,10395,383,151,599,243,740,10991,89,0,1771,0,398,0
95252,2014,328897,224812,5810,2519,14453,6026,17900,209828,1921,200,31747,342,9302,13
95255,2014,28286,13184,290,294,2285,339,1019,17600,79,0,2672,0,878,0
95257,2014,6919,3714,148,0,503,70,203,4089,21,0,532,0,219,0
95258,2014,195660,113523,10861,1437,6237,3522,13332,137727,942,72,27722,734,4874,146
95301,2014,708756,497467,15417,7671,20836,8602,31294,419139,6109,672,65271,792,32677,142
95303,2014,36578,14386,3725,261,599,188,2328,27042,211,0,6114,0,753,0
95304,2014,425517,302152,12520,1895,10099,10827,33127,288944,2507,526,56531,1607,11221,280
95306,2014,26299,15309,230,163,1283,496,1337,17832,101,0,3174,0,643,0
95307,2014,702123,552370,13123,12397,14641,8032,24803,374117,7169,300,48969,407,39372,29
95310,2014,53552,29439,1321,470,3233,776,2474,34411,208,0,5332,0,1436,0
95311,2014,33029,18659,404,359,2165,445,1273,19860,120,0,2873,0,1200,0
95313,2014,41537,16959,2320,559,978,180,1849,28911,173,0,4623,0,1290,0
95315,2014,169157,142551,1874,3586,2179,1315,3992,79701,2084,16,9013,0,11658,0
95316,2014,198779,127359,6916,1192,5469,2462,11615,130955,1330,82,23766,618,5775,68
95317,2014,21895,10491,1098,342,368,88,561,13772,110,0,2012,0,807,0
95320,2014,384974,234918,18498,2859,10617,5300,19811,261135,2746,382,48252,772,10475,89
95321,2014,93820,39502,5499,659,8325,1813,4940,62827,273,27,10384,214,2165,0
95322,2014,171126,126002,9082,2933,4963,1681,6147,95117,1458,22,12963,200,8774,0
95323,2014,39285,19744,441,315,980,310,1812,27485,216,0,5820,0,1013,0
95324,2014,232398,115618,31666,994,3857,1838,14987,163257,1247,73,33815,518,5424,32
95326,2014,299154,182766,8312,3471,8715,3805,17771,198564,3083,182,36580,694,9657,109
95327,2014,124140,76361,2950,1073,6155,1608,5244,76950,605,18,11928,172,4195,0
95328,2014,46555,39816,25,1146,500,460,1217,21243,541,0,2347,0,3287,0
95329,2014,58105,34255,1020,616,3428,945,3130,37533,234,0,5901,0,1628,0
95330,2014,442597,377014,1916,4459,6849,10973,25054,256561,4597,197,35351,298,19460,22
95333,2014,71395,32388,10775,1277,1397,369,2697,45949,386,0,8971,0,3487,0
95334,2014,226797,180881,2267,4455,3476,2230,6541,105276,2393,66,13136,172,14892,0
95335,2014,6016,2747,127,0,469,68,225,3732,10,0,486,0,143,0
95336,2014,1083391,751455,23021,8910,40028,16531,58776,675177,7647,564,106512,2065,39507,158
95337,2014,880081,702945,15454,7010,18145,16303,50315,557227,6853,690,88485,1318,30026,138
95338,2014,229917,125959,10365,1884,13337,3436,10291,145432,1124,137,22135,343,6981,12
95340,2014,757424,482586,23631,4614,26387,9068,38930,496903,6139,737,88147,1967,27654,312
95341,2014,341647,275060,8527,6387,5656,1826,6768,147534,3426,92,18163,251,29819,0
95345,2014,14960,9799,192,185,629,162,437,9055,71,0,1232,0,586,0
95346,2014,26935,14863,537,290,1806,424,1334,16882,91,0,2528,0,794,0
95348,2014,465659,364366,5870,4880,11864,4954,16688,265346,4097,122,37718,567,25600,33
95350,2014,1028725,703947,25126,9201,35919,9542,41224,636982,6783,329,101188,1399,41684,164
95351,2014,498152,408572,2482,11683,8274,3079,10449,219221,4922,114,26771,255,40879,0
95354,2014,456148,308703,8707,5284,11308,3513,16936,279611,2795,88,50649,692,20710,104
95355,2014,1483254,1090367,25380,10404,44642,21278,77903,971858,9980,749,163569,2673,47942,443
95356,2014,1095620,696849,81499,5522,27228,17455,76465,772221,6316,569,159915,5174,27836,843
95357,2014,342592,221730,10775,3025,8865,4964,20442,224017,2314,175,41290,859,10881,106
95358,2014,566817,387744,25826,8121,12363,4444,22164,330824,4584,202,56140,1033,27687,187
95360,2014,207332,167981,5131,3426,4515,2391,8303,108945,2165,35,14317,100,11819,0
95361,2014,909304,600850,42252,6306,29402,17091,57108,597561,6839,891,102904,2665,27185,349
95363,2014,540800,416467,14919,7142,10692,11717,29674,311096,5008,163,47354,708,25086,80
95365,2014,53149,44929,0,3556,540,176,649,20661,551,0,2176,0,4268,0
95366,2014,652920,424359,25354,2784,16678,11073,45799,453583,4048,495,88679,1986,14301,283
95367,2014,492042,391285,5651,9246,10905,8404,24065,286545,4564,238,41986,619,21454,63
95368,2014,312012,261651,1798,3950,5615,6968,17179,184400,2850,169,26205,172,12726,30
95369,2014,18271,10955,470,203,922,124,723,10284,93,0,1421,0,625,0
95370,2014,646851,375881,31764,4055,33151,10331,33024,423886,3071,274,68327,1320,18470,111
95372,2014,59354,39136,927,557,2666,903,2650,37207,358,0,5418,0,1894,0
95374,2014,27403,18864,441,291,652,226,846,14163,190,0,1955,0,1423,0
95376,2014,1187354,985254,15405,10252,23744,18559,57499,723816,9699,626,106565,1118,47233,92
95377,2014,910317,774632,9870,5080,13205,24290,64021,587398,7049,534,95870,2323,27977,168
95379,2014,84348,56466,985,726,3131,1083,3298,53379,451,0,7821,0,2757,0
95380,2014,682091,495776,25763,6732,16758,5776,24047,389301,5315,246,58644,816,34108,94
95382,2014,969087,691148,29932,5350,23298,15635,55457,643081,6818,535,110255,1912,29234,241
95383,2014,121571,60810,7368,601,7211,2328,7030,80807,513,7,13515,405,2800,0
95385,2014,7228,4062,0,0,0,0,316,4480,37,0,745,0,292,0
95386,2014,188377,144607,4824,2743,4341,2130,7270,106386,1813,129,15131,232,9379,0
95388,2014,161273,122576,2831,3493,3471,865,3715,73996,1612,45,9121,153,11772,0
95389,2014,31557,26850,447,505,424,178,515,20471,130,0,2693,0,919,0
95391,2014,503931,446630,7519,2411,4006,18270,43494,339960,3822,370,58701,1622,14207,131
95401,2014,924076,636872,39568,5957,25317,13983,48018,596670,5648,272,101696,1613,29341,224
